date,cruise_id,station,event_n,scan,salinity,temperature,pressure,sea_water_electrical_conductivity,CDOM,dissolved_oxygen,oxygen_saturation,chlorophyll_concentration,chlorophyll_fluorescence,photosynthetically_available_radiation,beam_attenuation,beam_transmission,depth,sea_water_sigma_t,sound_velocity,altimeter,latitude,longitude
2010-08-17,WS1015,18,39,39,39,39,39,39,0,38,38,0,39,39,39,39,39,39,39,39,24.5995,-81.1818333333333
2010-08-17,WS1015,20,9,9,9,9,9,9,0,8,8,0,9,9,9,9,9,9,9,9,24.577,-81.4196666666667
2010-08-17,WS1015,21,59,59,58,59,59,58,0,58,58,0,59,59,59,59,59,58,58,59,24.5371666666667,-81.4133333333333
2010-08-17,WS1015,21.5,259,259,259,259,259,259,0,258,258,0,259,259,259,259,259,259,259,259,24.486,-81.3875
2010-08-17,WS1015,22,47,47,46,47,47,46,0,45,45,0,47,47,47,47,47,46,46,47,24.4555,-81.8278333333333
2010-08-17,WS1015,22.5,274,274,273,274,274,273,0,272,272,0,274,274,274,274,274,273,273,274,24.3983333333333,-81.826
2010-08-17,WS1015,23,8,8,8,8,8,8,0,6,6,0,8,8,8,8,8,8,8,8,24.4866666666667,-81.8283333333333
2010-08-17,WS1015,24,8,8,7,8,8,7,0,7,7,0,8,8,8,8,8,7,7,8,24.5376666666667,-81.8281666666667
2010-08-17,WS1015,7,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2,24.82,-80.7475
2010-08-17,WS1015,8,58,58,58,58,58,58,0,57,57,0,58,58,58,58,58,58,58,58,24.7628333333333,-80.723
2010-08-17,WS1015,9.5,236,236,235,236,236,235,0,234,234,0,236,236,236,236,236,235,235,236,24.7158333333333,-80.6915
2010-08-18,WS1015,CAL1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,26.4268333333333,-81.9596666666667
2010-08-18,WS1015,CAL3,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,7,26.3423333333333,-82.0428333333333
2010-08-18,WS1015,CAL4,14,14,14,14,14,14,0,13,13,0,14,14,14,14,14,14,14,14,26.2596666666667,-82.133
2010-08-18,WS1015,CAL5,25,25,25,25,25,25,0,25,25,0,25,25,25,25,25,25,25,25,26.1831666666667,-82.217
2010-08-18,WS1015,CH2,12,12,11,12,12,11,0,11,11,0,12,12,12,12,12,11,11,12,26.6623333333333,-82.3316666666667
2010-08-18,WS1015,CH3,25,25,24,25,25,24,0,24,24,0,25,25,25,25,25,24,24,25,26.5541666666667,-82.4661666666667
2010-08-18,WS1015,CH4,36,36,36,36,36,36,0,34,34,0,36,36,36,36,36,36,36,36,26.473,-82.6165
2010-08-18,WS1015,CH5,58,58,58,58,58,58,0,56,56,0,58,58,58,58,58,58,58,58,26.3841666666667,-82.7673333333333
2010-08-19,WS1015,31,25,25,25,25,25,25,0,24,24,0,25,25,25,25,25,25,25,25,25.742,-81.9425
2010-08-19,WS1015,32,18,18,17,18,18,17,0,16,16,0,18,18,18,18,18,17,17,18,25.8731666666667,-81.833
2010-08-19,WS1015,34,8,8,7,8,8,7,0,7,7,0,8,8,8,8,8,7,7,8,25.9495,-81.7678333333333
2010-08-19,WS1015,39,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,25.7825,-81.4818333333333
2010-08-19,WS1015,41,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6,25.7336666666667,-81.5753333333333
2010-08-19,WS1015,42,12,12,12,12,12,12,0,11,11,0,12,12,12,12,12,12,12,12,25.6546666666667,-81.7185
2010-08-19,WS1015,45,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,25.5825,-81.4701666666667
2010-08-19,WS1015,49,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,25.583,-81.2913333333333
2010-08-19,WS1015,50,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,25.4525,-81.3521666666667
2010-08-19,WS1015,53,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.4535,-81.2246666666667
2010-08-19,WS1015,54,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2,25.345,-81.1535
2010-08-19,WS1015,56,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.3498333333333,-81.228
2010-08-19,WS1015,58,16,16,16,16,16,16,0,16,16,0,16,16,16,16,16,16,16,16,25.167,-81.6546666666667
2010-08-19,WS1015,59,10,10,10,10,10,10,0,9,9,0,10,10,10,10,10,10,10,10,25.1663333333333,-81.49
2010-08-19,WS1015,60,5,5,4,5,5,4,0,3,3,0,5,5,5,5,5,4,4,5,25.167,-81.336
2010-08-20,WS1015,68,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4,24.9296666666667,-81.1665
2010-08-20,WS1015,69,4,4,3,4,4,3,0,2,2,0,4,4,4,4,4,3,3,4,24.9301666666667,-81.0943333333333
2010-10-12,WS1018,1,13,13,13,13,13,13,0,11,11,0,13,13,13,13,13,13,13,13,25.6431666666667,-80.1266666666667
2010-10-12,WS1018,3,75,75,75,75,75,75,0,75,75,0,75,75,75,75,75,75,75,75,25.6446666666667,-80.085
2010-10-12,WS1018,5,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,25.0915,-80.356
2010-10-12,WS1018,6,53,53,53,53,53,53,0,51,51,0,53,53,53,53,53,53,53,53,25.0651666666667,-80.3168333333333
2010-10-12,WS1018,6.5,131,131,130,131,131,130,0,127,127,0,131,131,131,131,131,130,130,131,25.0493333333333,-80.2898333333333
2010-10-13,WS1018,12,62,62,62,62,62,62,0,62,62,0,62,62,62,62,62,62,62,62,24.7128333333333,-80.8318333333333
2010-10-13,WS1018,17,13,13,13,13,13,13,0,13,13,0,13,13,13,13,13,13,13,13,24.6341666666667,-81.1935
2010-10-13,WS1018,18,52,52,52,52,52,52,0,51,51,0,52,52,52,52,52,52,52,52,24.597,-81.1851666666667
2010-10-13,WS1018,19,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5,24.6095,-81.421
2010-10-13,WS1018,20,18,18,18,18,18,18,0,18,18,0,18,18,18,18,18,18,18,18,24.5741666666667,-81.418
2010-10-13,WS1018,21.5,265,265,265,265,265,265,0,265,265,0,265,265,265,265,265,265,265,265,24.482,-81.3916666666667
2010-10-13,WS1018,22.5,267,267,267,267,267,267,0,265,265,0,267,267,267,267,267,267,267,267,24.3956666666667,-81.8291666666667
2010-10-13,WS1018,23,16,16,16,16,16,16,0,14,14,0,16,16,16,16,16,16,16,16,24.4865,-81.8283333333333
2010-10-13,WS1018,24,11,11,10,11,11,10,0,10,10,0,11,11,11,11,11,10,10,11,24.5366666666667,-81.8286666666667
2010-10-13,WS1018,7,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,24.82,-80.7563333333333
2010-10-13,WS1018,8,52,52,52,52,52,52,0,49,49,0,52,52,52,52,52,52,52,52,24.765,-80.7253333333333
2010-10-13,WS1018,9.5,236,236,236,236,236,236,0,236,236,0,236,236,236,236,236,236,236,236,24.717,-80.6911666666667
2010-10-14,WS1018,CAL1,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5,26.4263333333333,-81.9593333333333
2010-10-14,WS1018,CAL5,27,27,27,27,27,27,0,26,26,0,27,27,27,27,27,27,27,27,26.1826666666667,-82.216
2010-10-14,WS1018,CH2,17,17,17,17,17,17,0,15,15,0,17,17,17,17,17,17,17,17,26.659,-82.3315
2010-10-14,WS1018,CH5,48,48,48,48,48,48,0,46,46,0,48,48,48,48,48,48,48,48,26.3823333333333,-82.7668333333333
2010-10-15,WS1018,31,24,24,24,24,24,24,0,23,23,0,24,24,24,24,24,24,24,24,25.7403333333333,-81.943
2010-10-15,WS1018,34,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6,25.9461666666667,-81.7685
2010-10-15,WS1018,42,11,11,11,11,11,11,0,9,9,0,11,11,11,11,11,11,11,11,25.654,-81.7183333333333
2010-10-15,WS1018,49,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.582,-81.2915
2010-10-15,WS1018,50,5,5,4,5,5,4,0,4,4,0,5,5,5,5,5,4,4,5,25.4525,-81.3493333333333
2010-10-15,WS1018,53,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,25.4503333333333,-81.2281666666667
2010-10-15,WS1018,54,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.3413333333333,-81.1558333333333
2010-10-15,WS1018,56,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,25.3478333333333,-81.2266666666667
2010-10-15,WS1018,60,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,7,25.1668333333333,-81.3363333333333
2010-10-16,WS1018,58,14,14,14,14,14,14,0,11,11,0,14,14,14,14,14,14,14,14,25.1651666666667,-81.6525
2010-10-16,WS1018,6.75,327,327,327,327,327,327,0,327,327,0,327,327,327,327,327,327,327,327,24.9945,-80.2285
2010-10-16,WS1018,68,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,24.9288333333333,-81.1665
2010-10-16,WS1018,69,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,24.9291666666667,-81.0943333333333
2011-02-21,WS1102,1,15,15,15,15,15,15,0,15,15,0,15,15,15,15,15,15,15,15,25.6453333333333,-80.124
2011-02-21,WS1102,3,91,91,91,91,91,91,0,89,89,0,91,91,91,91,91,91,91,91,25.6523333333333,-80.0793333333333
2011-02-21,WS1102,6.5,128,128,128,128,128,128,0,127,127,0,128,128,128,128,128,128,128,128,25.0533333333333,-80.2865
2011-02-22,WS1102,16,4,4,4,4,4,4,0,2,2,0,4,4,4,4,4,4,4,4,24.673,-81.2046666666667
2011-02-22,WS1102,17,16,16,16,16,16,16,0,16,16,0,16,16,16,16,16,16,16,16,24.636,-81.1936666666667
2011-02-22,WS1102,18,27,27,27,27,27,27,0,23,23,0,27,27,27,27,27,27,27,26,24.6003333333333,-81.1851666666667
2011-02-22,WS1102,19,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5,24.6103333333333,-81.422
2011-02-22,WS1102,20,19,19,19,19,19,19,0,18,18,0,19,19,19,19,19,19,19,19,24.5753333333333,-81.419
2011-02-22,WS1102,21.5,262,262,262,262,262,262,0,259,259,0,262,262,262,262,262,262,262,262,24.483,-81.3928333333333
2011-02-22,WS1102,22.5,279,279,279,279,279,279,0,276,276,0,279,279,279,279,279,279,279,279,24.3963333333333,-81.8296666666667
2011-02-22,WS1102,23,17,17,16,17,17,16,0,16,16,0,17,17,17,17,17,16,16,17,24.4855,-81.8265
2011-02-22,WS1102,24,12,12,12,12,12,12,0,11,11,0,12,12,12,12,12,12,12,12,24.539,-81.8296666666667
2011-02-22,WS1102,7,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4,24.8176666666667,-80.7598333333333
2011-02-22,WS1102,9,62,62,61,62,62,61,0,60,60,0,62,62,62,62,62,61,61,62,24.7635,-80.7231666666667
2011-02-22,WS1102,9.5,243,243,243,243,243,243,0,241,241,0,243,243,243,243,243,243,243,242,24.7165,-80.6895
2011-02-22,WS1102,BLOOM,342,342,342,342,342,342,0,340,340,0,342,342,342,342,342,342,342,342,24.3548333333333,-82.2458333333333
2011-02-23,WS1102,25.5,681,681,681,681,681,681,0,679,679,0,681,681,681,681,681,681,681,681,24.2851666666667,-82.7633333333333
2011-02-23,WS1102,28,50,50,50,50,50,50,0,50,50,0,50,50,50,50,50,50,50,50,24.727,-82.7488333333333
2011-02-23,WS1102,29.5,53,53,53,53,53,53,0,53,53,0,53,53,53,53,53,53,53,53,25.2268333333333,-82.35
2011-02-23,WS1102,31,26,26,26,26,26,26,0,25,25,0,26,26,26,26,26,26,26,26,25.7416666666667,-81.9425
2011-02-23,WS1102,34,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,25.9466666666667,-81.7693333333333
2011-02-23,WS1102,DT.9,94,94,94,94,94,94,0,94,94,0,94,94,94,94,94,94,94,94,24.471,-83.043
2011-02-24,WS1102,39,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.7761666666667,-81.4955
2011-02-24,WS1102,42,14,14,14,14,14,14,0,13,13,0,14,14,14,14,14,14,14,13,25.655,-81.7191666666667
2011-02-24,WS1102,49,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.583,-81.2965
2011-02-24,WS1102,50,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,7,25.4533333333333,-81.3498333333333
2011-02-24,WS1102,53,4,4,3,4,4,3,0,2,2,0,4,4,4,4,4,3,3,4,25.4525,-81.2261666666667
2011-02-24,WS1102,54,3,3,2,3,3,2,0,2,2,0,3,3,3,3,3,2,2,3,25.3438333333333,-81.1533333333333
2011-02-24,WS1102,56,3,3,3,3,3,3,0,1,1,0,3,3,3,3,3,3,3,3,25.3498333333333,-81.2273333333333
2011-02-24,WS1102,57,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,25.352,-81.2631666666667
2011-02-24,WS1102,59,22,22,22,22,22,22,0,22,22,0,22,22,22,22,22,22,22,22,25.1665,-81.6536666666667
2011-02-24,WS1102,60,7,7,7,7,7,7,0,6,6,0,7,7,7,7,7,7,7,7,25.1661666666667,-81.3365
2011-02-25,WS1102,68,5,5,4,5,5,4,0,4,4,0,5,5,5,5,5,4,4,5,24.9298333333333,-81.1676666666667
2011-02-25,WS1102,69,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,24.93,-81.0958333333333
2011-04-04,WS1106,1,14,14,13,14,14,13,0,11,11,0,14,14,14,14,14,13,13,14,25.6466666666667,-80.1238333333333
2011-04-04,WS1106,3,99,99,99,99,99,99,0,98,98,0,99,99,99,99,99,99,99,99,25.6485,-80.0816666666667
2011-04-04,WS1106,6,47,47,47,47,47,47,0,45,45,0,47,47,47,47,47,47,47,47,25.0651666666667,-80.3198333333333
2011-04-04,WS1106,6.5,140,140,139,140,140,139,0,137,137,0,140,140,140,140,140,139,139,140,25.0505,-80.2896666666667
2011-04-05,WS1106,16,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,24.6706666666667,-81.2085
2011-04-05,WS1106,17,10,10,9,10,10,9,0,8,8,0,10,10,10,10,10,9,9,10,24.6361666666667,-81.1958333333333
2011-04-05,WS1106,18,18,18,17,18,18,17,0,14,14,0,18,18,18,18,18,17,17,18,24.6006666666667,-81.1853333333333
2011-04-05,WS1106,60,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,7,25.1656666666667,-81.3348333333333
2011-04-05,WS1106,68,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4,24.928,-81.1658333333333
2011-04-05,WS1106,69,6,6,6,6,6,6,0,4,4,0,6,6,6,6,6,6,6,6,24.9296666666667,-81.0933333333333
2011-04-05,WS1106,7,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2,24.816,-80.7553333333333
2011-04-05,WS1106,9,58,58,57,58,58,57,0,55,55,0,58,58,58,58,58,57,57,58,24.7631666666667,-80.7278333333333
2011-04-06,WS1106,31,25,25,25,25,25,25,0,23,23,0,25,25,25,25,25,25,25,25,25.7425,-81.9441666666667
2011-04-06,WS1106,34,7,7,7,7,7,7,0,5,5,0,7,7,7,7,7,7,7,7,25.9501666666667,-81.7678333333333
2011-04-06,WS1106,39,3,3,2,3,3,2,0,2,2,0,3,3,3,3,3,2,2,3,25.7808333333333,-81.4825
2011-04-06,WS1106,42,12,12,12,12,12,12,0,11,11,0,12,12,12,12,12,12,12,12,25.6543333333333,-81.7191666666667
2011-04-06,WS1106,49,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.5828333333333,-81.292
2011-04-06,WS1106,50,4,4,3,4,4,3,0,2,2,0,4,4,4,4,4,3,3,4,25.4515,-81.3498333333333
2011-04-06,WS1106,53,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.4526666666667,-81.2268333333333
2011-04-06,WS1106,54,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.3445,-81.1533333333333
2011-04-06,WS1106,56,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.3488333333333,-81.2261666666667
2011-04-06,WS1106,58,16,16,16,16,16,16,0,13,13,0,16,16,16,16,16,16,16,14,25.1638333333333,-81.6511666666667
2011-04-07,WS1106,22.5,263,263,263,263,263,263,0,260,260,0,263,263,263,263,263,263,263,263,24.3961666666667,-81.8248333333333
2011-04-07,WS1106,23,14,14,14,14,14,14,0,13,13,0,14,14,14,14,14,14,14,14,24.4851666666667,-81.8281666666667
2011-04-07,WS1106,24,12,12,11,12,12,11,0,11,11,0,12,12,12,12,12,11,11,12,24.537,-81.829
2011-04-07,WS1106,25.5,656,656,655,656,656,655,0,653,653,0,656,656,656,656,656,655,655,656,24.2865,-82.768
2011-04-07,WS1106,28,51,51,51,51,51,51,0,48,48,0,51,51,51,51,51,51,51,51,24.7275,-82.7483333333333
2011-04-07,WS1106,29,52,52,52,52,52,52,0,51,51,0,52,52,52,52,52,52,52,52,25.065,-82.4811666666667
2011-04-07,WS1106,30,40,40,40,40,40,40,0,37,37,0,40,40,40,40,40,40,40,40,25.3951666666667,-82.2078333333333
2011-04-08,WS1106,19,4,4,3,4,4,3,0,3,3,0,4,4,4,4,4,3,3,4,24.609,-81.4206666666667
2011-04-08,WS1106,20,14,14,14,14,14,14,0,13,13,0,14,14,14,14,14,14,14,14,24.5746666666667,-81.4208333333333
2011-04-08,WS1106,21.5,262,262,261,262,262,261,0,259,259,0,262,262,262,262,262,261,261,262,24.485,-81.3891666666667
2011-04-08,WS1106,9.5,218,218,218,218,218,218,0,217,217,0,218,218,218,218,218,218,218,218,24.7196666666667,-80.6875
2011-08-02,WS1113,1,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,25.6451666666667,-80.1241666666667
2011-08-02,WS1113,3,114,114,114,114,114,114,0,114,114,0,114,114,114,114,114,114,114,114,25.6525,-80.0805
2011-08-02,WS1113,5,9,9,9,9,9,9,0,8,8,0,9,9,9,9,9,9,9,9,25.0951666666667,-80.3516666666667
2011-08-03,WS1113,10,7,7,7,7,7,7,0,6,6,0,7,7,7,7,7,7,7,7,24.7888333333333,-80.8605
2011-08-03,WS1113,12,56,56,56,56,56,56,0,55,55,0,56,56,56,56,56,56,56,56,24.7141666666667,-80.8315
2011-08-03,WS1113,16,7,7,7,7,7,7,0,6,6,0,7,7,7,7,7,7,7,7,24.6715,-81.2035
2011-08-03,WS1113,17,16,16,15,16,16,15,0,14,14,0,16,16,16,16,16,15,15,16,24.6356666666667,-81.1935
2011-08-03,WS1113,18,45,45,45,45,45,45,0,45,45,0,45,45,45,45,45,45,45,44,24.5985,-81.1835
2011-08-03,WS1113,19,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,24.6103333333333,-81.4221666666667
2011-08-03,WS1113,20,22,22,22,22,22,22,0,22,22,0,22,22,22,22,22,22,22,22,24.5741666666667,-81.4191666666667
2011-08-03,WS1113,21.5,266,266,266,266,266,266,0,266,266,0,266,266,266,266,266,266,266,266,24.4835,-81.389
2011-08-03,WS1113,24,14,14,14,14,14,14,0,13,13,0,14,14,14,14,14,14,14,14,24.5356666666667,-81.8291666666667
2011-08-03,WS1113,7,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,24.8213333333333,-80.7565
2011-08-03,WS1113,9,58,58,58,58,58,58,0,58,58,0,58,58,58,58,58,58,58,58,24.7648333333333,-80.7236666666667
2011-08-03,WS1113,9.5,240,240,239,240,240,239,0,239,239,0,240,240,240,240,240,239,239,240,24.7171666666667,-80.6893333333333
2011-08-04,WS1113,22.5,271,271,271,271,271,271,0,271,271,0,271,271,271,271,271,271,271,271,24.3963333333333,-81.824
2011-08-04,WS1113,23,17,17,17,17,17,17,0,16,16,0,17,17,17,17,17,17,17,17,24.4856666666667,-81.8276666666667
2011-08-04,WS1113,25.5,396,396,395,396,396,395,0,395,395,0,396,396,396,396,396,395,395,396,24.2881666666667,-82.7703333333333
2011-08-04,WS1113,MR1,198,198,198,198,198,198,0,197,197,0,198,198,198,198,198,198,198,198,24.143,-81.784
2011-08-04,WS1113,MR2,412,412,412,412,412,412,0,412,412,0,412,412,412,412,412,412,412,412,23.666,-81.7703333333333
2011-08-04,WS1113,MR3,392,392,392,392,392,392,0,392,392,0,392,392,392,392,392,392,392,392,24.0731666666667,-82.4386666666667
2011-08-05,WS1113,28,54,54,54,54,54,54,0,53,53,0,54,54,54,54,54,54,54,54,24.7285,-82.748
2011-08-05,WS1113,29,59,59,58,59,59,58,0,58,58,0,59,59,59,59,59,58,58,59,25.0635,-82.4775
2011-08-05,WS1113,30,44,44,44,44,44,44,0,44,44,0,44,44,44,44,44,44,44,44,25.4016666666667,-82.2105
2011-08-05,WS1113,31,26,26,26,26,26,26,0,26,26,0,26,26,26,26,26,26,26,26,25.7423333333333,-81.9445
2011-08-05,WS1113,34,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,7,25.9478333333333,-81.767
2011-08-05,WS1113,39,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4,25.7826666666667,-81.4826666666667
2011-08-05,WS1113,42,13,13,13,13,13,13,0,11,11,0,13,13,13,13,13,13,13,13,25.6545,-81.7168333333333
2011-08-06,WS1113,50,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.45,-81.3503333333333
2011-08-06,WS1113,53,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.4525,-81.2266666666667
2011-08-06,WS1113,58,20,20,20,20,20,20,0,19,19,0,20,20,20,20,20,20,20,19,25.1661666666667,-81.6535
2011-08-06,WS1113,60,9,9,9,9,9,9,0,8,8,0,9,9,9,9,9,9,9,9,25.1658333333333,-81.3365
2011-08-06,WS1113,68,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,24.9286666666667,-81.168
2011-08-06,WS1113,69,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,24.9303333333333,-81.0945
2011-08-07,WS1113,6,72,72,72,72,72,72,0,72,72,0,72,72,72,72,72,72,72,72,25.063,-80.3115
2011-08-07,WS1113,6.5,143,143,143,143,143,143,0,143,143,0,143,143,143,143,143,143,143,143,25.0475,-80.285
2011-08-07,WS1113,MR4,53,53,53,53,53,53,0,53,53,0,53,53,53,53,53,53,53,53,24.6176666666667,-81.11
2011-08-07,WS1113,MR5,377,377,377,377,377,377,0,374,374,0,377,377,377,377,377,377,377,373,24.5021666666667,-81.0631666666667
2011-08-07,WS1113,MR6,410,410,409,410,410,409,0,409,409,0,410,410,410,410,410,409,409,410,24.3435,-80.9963333333333
2011-08-07,WS1113,MR7,392,392,392,392,392,392,0,391,391,0,392,392,392,392,392,392,392,392,24.9115,-80.0676666666667
2011-10-20,WS1116,1,9,9,9,9,9,9,0,8,8,0,9,9,9,9,9,9,9,9,25.6446666666667,-80.1248333333333
2011-10-20,WS1116,3,105,105,105,105,105,105,0,105,105,0,105,105,105,105,105,105,105,105,25.6443333333333,-80.0816666666667
2011-10-20,WS1116,5,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,25.0925,-80.3551666666667
2011-10-20,WS1116,6,68,68,68,68,68,68,0,68,68,0,68,68,68,68,68,68,68,68,25.0643333333333,-80.3156666666667
2011-10-20,WS1116,6.5,134,134,134,134,134,134,0,132,132,0,134,134,134,134,134,134,134,134,25.0481666666667,-80.2871666666667
2011-10-21,WS1116,10,3,3,2,3,3,2,0,2,2,0,3,3,3,3,3,2,2,3,24.7831666666667,-80.861
2011-10-21,WS1116,12,56,56,56,56,56,56,0,56,56,0,56,56,56,56,56,56,56,56,24.7121666666667,-80.8318333333333
2011-10-21,WS1116,16,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,0,24.6748333333333,-81.205
2011-10-21,WS1116,17,13,13,13,13,13,13,0,11,11,0,13,13,13,13,13,13,13,9,24.6346666666667,-81.1943333333333
2011-10-21,WS1116,18,52,52,52,52,52,52,0,52,52,0,52,52,52,52,52,52,52,52,24.598,-81.1835
2011-10-21,WS1116,19,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6,24.6088333333333,-81.4225
2011-10-21,WS1116,20,22,22,21,22,22,21,0,19,19,0,22,22,22,22,22,21,21,22,24.5745,-81.4196666666667
2011-10-21,WS1116,21.5,263,263,262,263,263,262,0,260,260,0,263,263,263,263,263,262,262,263,24.4826666666667,-81.3913333333333
2011-10-21,WS1116,22.5,275,275,275,275,275,275,0,274,274,0,275,275,275,275,275,275,275,275,24.3943333333333,-81.8276666666667
2011-10-21,WS1116,23,18,18,18,18,18,18,0,18,18,0,18,18,18,18,18,18,18,18,24.4875,-81.83
2011-10-21,WS1116,24,13,13,13,13,13,13,0,13,13,0,13,13,13,13,13,13,13,13,24.5361666666667,-81.8308333333333
2011-10-21,WS1116,7,2,2,1,2,2,1,0,1,1,0,2,2,2,2,2,1,1,2,24.8196666666667,-80.7545
2011-10-21,WS1116,9,58,58,58,58,58,58,0,57,57,0,58,58,58,58,58,58,58,58,24.7621666666667,-80.7233333333333
2011-10-21,WS1116,9.5,243,243,242,243,243,242,0,242,242,0,243,243,243,243,243,242,242,243,24.7163333333333,-80.6888333333333
2011-10-22,WS1116,25.5,689,689,689,689,689,689,0,685,685,0,689,689,689,689,689,689,689,689,24.2858333333333,-82.7658333333333
2011-10-22,WS1116,28,54,54,53,54,54,53,0,51,51,0,54,54,54,54,54,53,53,54,24.7241666666667,-82.7481666666667
2011-10-22,WS1116,29,64,64,63,64,64,63,0,62,62,0,64,64,64,64,64,63,63,64,25.0611666666667,-82.4795
2011-10-22,WS1116,30,45,45,45,45,45,45,0,42,42,0,45,45,45,45,45,45,45,45,25.3998333333333,-82.2101666666667
2011-10-22,WS1116,31,23,23,23,23,23,23,0,23,23,0,23,23,23,23,23,23,23,23,25.7383333333333,-81.9416666666667
2012-02-27,WS1202,1,8,8,7,8,8,7,0,6,6,0,8,8,8,8,8,7,7,8,25.6445,-80.1205
2012-02-27,WS1202,3,122,122,122,122,122,122,0,119,119,0,122,122,122,122,122,122,122,122,25.647,-80.078
2012-02-27,WS1202,4,5,5,4,5,5,4,0,4,4,0,5,5,5,5,5,4,4,5,25.1091666666667,-80.3795
2012-02-27,WS1202,5,6,6,5,6,6,5,0,5,5,0,6,6,6,6,6,5,5,6,25.0918333333333,-80.356
2012-02-28,WS1202,10,4,4,4,4,4,4,0,2,2,0,4,4,4,4,4,4,4,4,24.7881666666667,-80.8625
2012-02-28,WS1202,12,61,61,61,61,61,61,0,61,61,0,61,61,61,61,61,61,61,60,24.7123333333333,-80.8348333333333
2012-02-28,WS1202,16,6,6,5,6,6,5,0,4,4,0,6,6,6,6,6,5,5,6,24.6733333333333,-81.2008333333333
2012-02-28,WS1202,17,19,19,18,19,19,18,0,17,17,0,19,19,19,19,19,18,18,19,24.6338333333333,-81.1966666666667
2012-02-28,WS1202,18,41,41,41,41,41,41,0,38,38,0,41,41,41,41,41,41,41,41,24.5985,-81.1848333333333
2012-02-28,WS1202,19,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4,24.6091666666667,-81.417
2012-02-28,WS1202,20,17,17,17,17,17,17,0,17,17,0,17,17,17,17,17,17,17,17,24.5756666666667,-81.4188333333333
2012-02-28,WS1202,21.5,249,249,249,249,249,249,0,248,248,0,249,249,249,249,249,249,249,247,24.4833333333333,-81.3928333333333
