date,cruise_id,station,event_n,scan,salinity,temperature,pressure,sea_water_electrical_conductivity,CDOM,dissolved_oxygen,oxygen_saturation,chlorophyll_concentration,chlorophyll_fluorescence,photosynthetically_available_radiation,beam_attenuation,beam_transmission,depth,sea_water_sigma_t,sound_velocity,altimeter,latitude,longitude
2009-01-25,WS0901,27,50,50,50,50,50,50,0,49,49,0,50,0,50,50,50,50,50,48,24.588,-82.772
2009-04-20,WS0906,1,12,12,12,12,12,12,0,10,10,0,12,0,12,12,12,12,12,12,25.6451666666667,-80.124
2009-04-20,WS0906,10,8,8,7,8,8,7,0,7,7,0,8,0,8,8,8,7,7,8,24.788,-80.8611666666667
2009-04-20,WS0906,12,62,62,62,62,62,62,0,62,62,0,62,0,62,62,62,62,62,62,24.7128333333333,-80.8318333333333
2009-04-20,WS0906,3,100,100,100,100,100,100,0,97,97,0,100,0,100,100,100,100,100,100,25.6441666666667,-80.0825
2009-04-20,WS0906,8,13,13,13,13,13,13,0,7,7,0,13,0,13,13,13,13,13,13,24.7921666666667,-80.7443333333333
2009-04-20,WS0906,9.5,244,244,243,244,244,243,0,241,241,0,244,0,244,244,244,243,243,244,24.7166666666667,-80.6903333333333
2009-04-21,WS0906,16,4,4,4,4,4,4,0,3,3,0,4,0,4,4,4,4,4,4,24.6741666666667,-81.2053333333333
2009-04-21,WS0906,17,17,17,16,17,17,16,0,15,15,0,17,0,17,17,17,16,16,17,24.636,-81.1933333333333
2009-04-21,WS0906,18,55,55,54,55,55,54,0,53,53,0,55,0,55,55,55,54,54,55,24.598,-81.1833333333333
2009-04-21,WS0906,20.5,15,15,15,15,15,15,0,14,14,0,15,0,15,15,15,15,15,15,24.5475,-81.4153333333333
2009-04-21,WS0906,21.5,258,258,257,258,258,257,0,256,256,0,258,0,258,258,258,257,257,258,24.4846666666667,-81.3898333333333
2009-04-21,WS0906,22.5,271,271,271,271,271,271,0,270,270,0,271,0,271,271,271,271,271,271,24.3981666666667,-81.8276666666667
2009-04-21,WS0906,23,21,21,20,21,21,20,0,20,20,0,21,0,21,21,21,20,20,21,24.4871666666667,-81.828
2009-04-21,WS0906,24,14,14,13,14,14,13,0,13,13,0,14,0,14,14,14,13,13,14,24.538,-81.8265
2009-04-22,WS0906,31,26,26,25,26,26,25,0,23,23,0,26,0,26,26,26,25,25,26,25.7396666666667,-81.9418333333333
2009-04-22,WS0906,34,7,7,7,7,7,7,0,6,6,0,7,0,7,7,7,7,7,7,25.9495,-81.7673333333333
2009-04-22,WS0906,42,13,13,12,13,13,12,0,10,10,0,13,0,13,13,13,12,12,13,25.654,-81.7173333333333
2009-04-22,WS0906,50,2,2,1,2,2,1,0,0,0,0,2,0,2,2,2,1,1,2,25.4521666666667,-81.3481666666667
2009-04-22,WS0906,56,3,3,2,3,3,2,0,1,1,0,3,0,3,3,3,2,2,3,25.3511666666667,-81.2265
2009-04-22,WS0906,CAL1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,26.425,-81.9583333333333
2009-04-22,WS0906,CAL4,23,23,23,23,23,23,0,22,22,0,23,0,23,23,23,23,23,23,26.2575,-82.131
2009-04-22,WS0906,CH2,20,20,20,20,20,20,0,19,19,0,20,0,20,20,20,20,20,20,26.6608333333333,-82.3296666666667
2009-04-23,WS0906,5.5,5,5,5,5,5,5,0,5,5,0,5,0,5,5,5,5,5,5,25.0793333333333,-80.3336666666667
2009-04-23,WS0906,58,21,21,21,21,21,21,0,19,19,0,21,0,21,21,21,21,21,21,25.1653333333333,-81.6513333333333
2009-04-23,WS0906,6.5,141,141,140,141,141,140,0,138,138,0,141,0,141,141,141,140,140,141,25.0488333333333,-80.2878333333333
2009-04-23,WS0906,6.75,322,322,322,322,322,322,0,319,319,0,322,0,322,322,322,322,322,322,24.9948333333333,-80.2296666666667
2009-04-23,WS0906,60,8,8,8,8,8,8,0,7,7,0,8,0,8,8,8,8,8,8,25.1648333333333,-81.334
2009-04-23,WS0906,68,2,2,1,2,2,1,0,1,1,0,2,0,2,2,2,1,1,2,24.9285,-81.1688333333333
2009-04-23,WS0906,69,2,2,2,2,2,2,0,1,1,0,2,0,2,2,2,2,2,2,24.9301666666667,-81.0961666666667
2009-08-24,WS0914,3,91,91,91,91,91,91,0,90,90,0,91,91,91,91,91,91,91,91,25.649,-80.0828333333333
2009-08-24,WS0914,6,40,40,39,40,40,39,0,38,38,0,40,40,40,40,40,39,39,40,25.0666666666667,-80.316
2009-08-24,WS0914,65,120,120,120,120,120,120,0,119,119,0,120,120,120,120,120,120,120,120,25.0495,-80.2865
2009-08-24,WS0914,6C,279,279,279,279,279,279,0,278,278,0,279,279,279,279,279,279,279,279,25.012,-80.2213333333333
2009-08-25,WS0914,10,6,6,5,4,6,6,0,6,6,0,6,6,6,6,6,6,6,6,24.7773333333333,-80.8633333333333
2009-08-25,WS0914,12,42,42,42,42,42,42,0,42,42,0,42,42,42,42,42,42,42,42,24.7145,-80.8333333333333
2009-08-25,WS0914,120,52,52,52,52,52,52,0,49,49,0,52,52,52,52,52,52,52,52,24.5381666666667,-81.4141666666667
2009-08-25,WS0914,16,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,24.6693333333333,-81.2011666666667
2009-08-25,WS0914,17,8,8,8,8,8,8,0,7,7,0,8,8,8,8,8,8,8,8,24.6371666666667,-81.1956666666667
2009-08-25,WS0914,18,25,25,24,25,25,24,0,23,23,0,25,25,25,25,25,24,24,25,24.6006666666667,-81.182
2009-08-25,WS0914,19,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6,24.6091666666667,-81.4211666666667
2009-08-25,WS0914,205,250,250,250,250,250,250,0,249,249,0,250,250,250,250,250,250,250,250,24.484,-81.3926666666667
2009-08-25,WS0914,225,233,233,233,233,233,233,0,233,233,0,233,233,233,233,233,233,233,233,24.401,-81.8415
2009-08-25,WS0914,225A,418,418,418,418,418,418,0,416,416,0,418,418,418,418,418,418,418,418,24.3346666666667,-81.8313333333333
2009-08-25,WS0914,23,13,13,13,13,13,13,0,12,12,0,13,13,13,13,13,13,13,13,24.497,-81.8298333333333
2009-08-25,WS0914,24,2,2,1,2,2,1,0,0,0,0,2,2,2,2,2,1,1,2,24.5366666666667,-81.8298333333333
2009-08-25,WS0914,7,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,24.8168333333333,-80.7531666666667
2009-08-25,WS0914,9,41,41,41,41,41,41,0,39,39,0,41,41,41,41,41,41,41,41,24.7636666666667,-80.7243333333333
2009-08-25,WS0914,95,221,221,220,221,221,220,0,219,219,0,221,221,221,221,221,220,220,221,24.7205,-80.687
2009-08-26,WS0914,CAL5,33,33,33,33,33,33,0,32,32,0,33,33,33,33,33,33,33,33,26.1815,-82.2146666666667
2009-08-26,WS0914,CH2,18,18,18,18,18,18,0,18,18,0,18,18,18,18,18,18,18,18,26.6615,-82.3316666666667
2009-08-26,WS0914,CH5,50,50,50,50,50,50,0,50,50,0,50,50,50,50,50,50,50,50,26.3835,-82.769
2009-08-27,WS0914,34,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.951,-81.7693333333333
2009-08-27,WS0914,42,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.6553333333333,-81.7181666666667
2009-08-27,WS0914,48,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.584,-81.336
2009-08-27,WS0914,54,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,25.3428333333333,-81.1531666666667
2009-08-27,WS0914,58,18,18,18,18,18,18,0,17,17,0,18,18,18,18,18,18,18,18,25.1663333333333,-81.6523333333333
2009-08-27,WS0914,60,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.1663333333333,-81.3361666666667
2009-10-26,WS0919,1,12,12,11,12,12,11,0,10,10,0,12,12,12,12,12,11,11,12,25.6465,-80.1261666666667
2009-10-26,WS0919,3,82,82,82,82,82,82,0,81,81,0,82,82,82,82,82,82,82,82,25.6475,-80.0841666666667
2009-10-26,WS0919,5,12,12,11,12,12,11,0,10,10,0,12,12,12,12,12,11,11,12,25.0938333333333,-80.3548333333333
2009-10-26,WS0919,6,53,53,53,53,53,53,0,50,50,0,53,53,53,53,53,53,53,53,25.0661666666667,-80.316
2009-10-26,WS0919,6.5,132,132,132,132,132,132,0,130,130,0,132,132,132,132,132,132,132,132,25.0501666666667,-80.2885
2009-10-26,WS0919,7,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,24.818,-80.7536666666667
2009-10-26,WS0919,9,56,56,55,56,56,55,0,53,53,0,56,56,56,56,56,55,55,56,24.763,-80.7265
2009-10-26,WS0919,9.5,233,233,232,233,233,232,0,230,230,0,233,233,233,233,233,232,232,233,24.7181666666667,-80.6916666666667
2009-10-27,WS0919,10,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,24.786,-80.8611666666667
2009-10-27,WS0919,12,39,39,38,39,39,38,0,37,37,0,39,39,39,39,39,38,38,39,24.7145,-80.8341666666667
2009-10-27,WS0919,16,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,24.6755,-81.2053333333333
2009-10-27,WS0919,17,10,10,9,10,10,9,0,8,8,0,10,10,10,10,10,9,9,10,24.636,-81.1986666666667
2009-10-27,WS0919,18,19,19,18,19,19,18,0,17,17,0,19,19,19,19,19,18,18,19,24.6,-81.185
2009-10-27,WS0919,19,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,24.609,-81.4213333333333
2009-10-27,WS0919,21,49,49,49,49,49,49,0,45,45,0,49,49,49,49,49,49,49,49,24.539,-81.4145
2009-10-27,WS0919,22.5,269,269,269,269,269,269,0,265,265,0,269,269,269,269,269,269,269,269,24.3976666666667,-81.8283333333333
2009-10-27,WS0919,23,14,14,14,14,14,14,0,10,10,0,14,14,14,14,14,14,14,14,24.4861666666667,-81.8285
2009-10-27,WS0919,24,10,10,9,10,10,9,0,8,8,0,10,10,10,10,10,9,9,10,24.5363333333333,-81.8286666666667
2009-10-28,WS0919,31,26,26,26,26,26,26,0,26,26,0,26,26,26,26,26,26,26,26,25.7403333333333,-81.944
2009-10-28,WS0919,34,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6,25.9478333333333,-81.7675
2009-10-28,WS0919,42,15,15,15,15,15,15,0,14,14,0,15,15,15,15,15,15,15,15,25.6555,-81.7151666666667
2009-10-28,WS0919,CAL1,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4,26.4268333333333,-81.9598333333333
2009-10-28,WS0919,CAL5,34,34,34,34,34,34,0,34,34,0,34,34,34,34,34,34,34,34,26.1836666666667,-82.2168333333333
2009-10-28,WS0919,CH2,11,11,11,11,11,11,0,11,11,0,11,11,11,11,11,11,11,11,26.6668333333333,-82.3298333333333
2009-10-29,WS0919,39,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.7836666666667,-81.482
2009-10-29,WS0919,58,16,16,16,16,16,16,0,16,16,0,16,16,16,16,16,16,16,16,25.1701666666667,-81.6505
2009-10-29,WS0919,60,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5,25.1681666666667,-81.3371666666667
2009-10-29,WS0919,69,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,24.9286666666667,-81.0945
2009-10-30,WS0919,NANCY,311,311,311,311,311,311,0,311,311,0,311,311,311,311,311,311,311,311,24.9956666666667,-80.2328333333333
2009-12-13,WS0923,CAL01,5,5,4,5,5,4,0,3,3,0,5,5,5,5,5,4,4,5,26.427,-81.9596666666667
2009-12-13,WS0923,CAL05,31,31,31,31,31,31,0,30,30,0,31,31,31,31,31,31,31,31,26.1835,-82.2195
2009-12-13,WS0923,CH2,19,19,19,19,19,19,0,18,18,0,19,19,19,19,19,19,19,19,26.6623333333333,-82.333
2009-12-14,WS0923,31,22,22,22,22,22,22,0,22,22,0,22,22,22,22,22,22,22,22,25.7415,-81.9465
2009-12-14,WS0923,34,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6,25.9456666666667,-81.773
2009-12-14,WS0923,34B,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.9458333333333,-81.7731666666667
2009-12-14,WS0923,39,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.7831666666667,-81.4806666666667
2009-12-14,WS0923,42,11,11,11,11,11,11,0,10,10,0,11,11,11,11,11,11,11,11,25.6528333333333,-81.7143333333333
2009-12-14,WS0923,49,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4,25.5833333333333,-81.2908333333333
2009-12-14,WS0923,495,14,14,14,14,14,14,0,13,13,0,14,14,14,14,14,14,14,14,25.4533333333333,-81.5845
2009-12-14,WS0923,50,8,8,8,8,8,8,0,7,7,0,8,8,8,8,8,8,8,8,25.4538333333333,-81.3515
2009-12-14,WS0923,53,3,3,2,3,3,2,0,1,1,0,3,3,3,3,3,2,2,3,25.4508333333333,-81.2266666666667
2009-12-14,WS0923,56,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,25.3496666666667,-81.227
2009-12-14,WS0923,CH5,55,55,55,55,55,55,0,55,55,0,55,55,55,55,55,55,55,55,26.3825,-82.7651666666667
2009-12-15,WS0923,54,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.3365,-81.1598333333333
2009-12-15,WS0923,58,19,19,19,19,19,19,0,17,17,0,19,19,19,19,19,19,19,19,25.166,-81.6548333333333
2009-12-15,WS0923,60,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,25.1665,-81.3365
2009-12-15,WS0923,68,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5,24.9288333333333,-81.1656666666667
2009-12-15,WS0923,69,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5,24.932,-81.0936666666667
2009-12-16,WS0923,16,8,8,8,8,8,8,0,7,7,0,8,8,8,8,8,8,8,8,24.6725,-81.2041666666667
2009-12-16,WS0923,17,20,20,20,20,20,20,0,18,18,0,20,20,20,20,20,20,20,20,24.6353333333333,-81.1925
2009-12-16,WS0923,18,41,41,41,41,41,41,0,40,40,0,41,41,41,41,41,41,41,41,24.5991666666667,-81.1848333333333
2009-12-16,WS0923,19,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6,24.6088333333333,-81.4195
2009-12-16,WS0923,21,64,64,64,64,64,64,0,64,64,0,64,64,64,64,64,64,64,64,24.537,-81.4145
2009-12-16,WS0923,21.5,266,266,266,266,266,266,0,265,265,0,266,266,266,266,266,266,266,266,24.4845,-81.391
2009-12-16,WS0923,22.5,271,271,271,271,271,271,0,270,270,0,271,271,271,271,271,271,271,271,24.3956666666667,-81.829
2009-12-16,WS0923,23,17,17,16,17,17,16,0,15,15,0,17,17,17,17,17,16,16,17,24.4861666666667,-81.8275
2009-12-16,WS0923,24,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,24.535,-81.8285
2009-12-17,WS0923,1,11,11,10,11,11,10,0,9,9,0,11,11,11,11,11,10,10,11,25.646,-80.1248333333333
2009-12-17,WS0923,10,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,24.7778333333333,-80.857
2009-12-17,WS0923,12,62,62,62,62,62,62,0,61,61,0,62,62,62,62,62,62,62,62,24.711,-80.834
2009-12-17,WS0923,3,110,110,109,110,110,109,0,107,107,0,110,110,110,110,110,109,109,110,25.6431666666667,-80.0808333333333
2009-12-17,WS0923,5,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,25.0923333333333,-80.3533333333333
2009-12-17,WS0923,6,63,63,63,63,63,63,0,61,61,0,63,63,63,63,63,63,63,63,25.0651666666667,-80.3156666666667
2009-12-17,WS0923,6.5,139,139,139,139,139,139,0,139,139,0,139,139,139,139,139,139,139,139,25.0493333333333,-80.2881666666667
2009-12-17,WS0923,6.75,301,301,300,301,301,300,0,297,297,0,301,301,301,301,301,300,300,301,25.0033333333333,-80.2295
2009-12-17,WS0923,7,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,24.8126666666667,-80.7538333333333
2009-12-17,WS0923,9,64,64,64,64,64,64,0,63,63,0,64,64,64,64,64,64,64,64,24.76,-80.7253333333333
2009-12-17,WS0923,9.5,240,240,239,240,240,239,0,237,237,0,240,240,240,240,240,239,239,240,24.7143333333333,-80.6906666666667
2010-03-08,WS1004,1,10,10,10,10,10,10,0,9,9,0,10,10,10,10,10,10,10,10,25.6465,-80.1245
2010-03-08,WS1004,3,94,94,94,94,94,94,0,93,93,0,94,94,94,94,94,94,94,94,25.6455,-80.0823333333333
2010-03-08,WS1004,5,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,7,25.0933333333333,-80.3545
2010-03-08,WS1004,6,72,72,72,72,72,72,0,72,72,0,72,72,72,72,72,72,72,72,25.0616666666667,-80.3143333333333
2010-03-08,WS1004,6.5,138,138,138,138,138,138,0,138,138,0,138,138,138,138,138,138,138,138,25.0483333333333,-80.2866666666667
2010-03-08,WS1004,7,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,24.8191666666667,-80.7545
2010-03-08,WS1004,9,53,53,53,53,53,53,0,53,53,0,53,53,53,53,53,53,53,53,24.7626666666667,-80.7248333333333
2010-03-08,WS1004,9.5,226,226,225,226,226,225,0,225,225,0,226,226,226,226,226,225,225,226,24.7181666666667,-80.688
2010-03-09,WS1004,10,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4,24.7868333333333,-80.8615
2010-03-09,WS1004,12,59,59,59,59,59,59,0,59,59,0,59,59,59,59,59,59,59,59,24.7126666666667,-80.8336666666667
2010-03-09,WS1004,16,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,24.6736666666667,-81.2045
2010-03-09,WS1004,17,15,15,15,15,15,15,0,15,15,0,15,15,15,15,15,15,15,15,24.6351666666667,-81.1938333333333
2010-03-09,WS1004,18,54,54,54,54,54,54,0,53,53,0,54,54,54,54,54,54,54,54,24.598,-81.1853333333333
2010-03-09,WS1004,19,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,24.6093333333333,-81.4205
2010-03-09,WS1004,21,56,56,56,56,56,56,0,55,55,0,56,56,56,56,56,56,56,56,24.5385,-81.4123333333333
2010-03-09,WS1004,21.5,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,24.4831666666667,-81.39
2010-03-09,WS1004,22.5,271,271,270,271,271,270,0,269,269,0,271,271,271,271,271,270,270,271,24.3965,-81.8258333333333
2010-03-09,WS1004,23,14,14,14,14,14,14,0,13,13,0,14,14,14,14,14,14,14,14,24.4863333333333,-81.828
2010-03-09,WS1004,24,11,11,11,11,11,11,0,11,11,0,11,11,11,11,11,11,11,11,24.5358333333333,-81.8291666666667
2010-03-10,WS1004,31,21,21,21,21,21,21,0,20,20,0,21,21,21,21,21,21,21,21,25.7415,-81.9448333333333
2010-03-10,WS1004,34,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5,25.9503333333333,-81.769
2010-03-10,WS1004,39,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.7831666666667,-81.4828333333333
2010-03-10,WS1004,42,10,10,10,10,10,10,0,8,8,0,10,10,10,10,10,10,10,10,25.6576666666667,-81.7233333333333
2010-03-10,WS1004,CAL5,29,29,29,29,29,29,0,29,29,0,29,29,29,29,29,29,29,29,26.1836666666667,-82.217
2010-03-10,WS1004,CH2,17,17,17,17,17,17,0,15,15,0,17,17,17,17,17,17,17,17,26.6613333333333,-82.3318333333333
2010-03-10,WS1004,CH5,50,50,50,50,50,50,0,50,50,0,50,50,50,50,50,50,50,50,26.3841666666667,-82.7681666666667
2010-03-11,WS1004,45,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,7,25.584,-81.4721666666667
2010-03-11,WS1004,49,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.5833333333333,-81.2925
2010-03-11,WS1004,50,7,7,7,7,7,7,0,6,6,0,7,7,7,7,7,7,7,7,25.4526666666667,-81.3516666666667
2010-03-11,WS1004,53,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,25.453,-81.2255
2010-03-11,WS1004,56,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.35,-81.2273333333333
2010-03-11,WS1004,58,18,18,17,18,18,17,0,17,17,0,18,18,18,18,18,17,17,18,25.167,-81.6541666666667
2010-03-11,WS1004,60,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5,25.1665,-81.3371666666667
2010-03-11,WS1004,68,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6,24.9301666666667,-81.1675
2010-03-11,WS1004,69,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5,24.9285,-81.0965
2010-05-03,WS1007,1,11,11,11,11,11,11,0,10,10,0,11,11,11,11,11,11,11,11,25.6441666666667,-80.1245
2010-05-03,WS1007,5,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6,25.0941666666667,-80.3541666666667
2010-05-03,WS1007,6,51,51,50,51,51,50,0,49,49,0,51,51,51,51,51,50,50,51,25.0653333333333,-80.3156666666667
2010-05-03,WS1007,6.5,132,132,132,132,132,132,0,130,130,0,132,132,132,132,132,132,132,132,25.0526666666667,-80.2838333333333
2010-05-04,WS1007,10,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,24.786,-80.8608333333333
2010-05-04,WS1007,12,61,61,60,61,61,60,0,58,58,0,61,61,61,61,61,60,60,61,24.7141666666667,-80.8291666666667
2010-05-04,WS1007,16,6,6,6,6,6,6,0,4,4,0,6,6,6,6,6,6,6,6,24.672,-81.2036666666667
2010-05-04,WS1007,17,14,14,14,14,14,14,0,12,12,0,14,14,14,14,14,14,14,14,24.634,-81.1948333333333
2010-05-04,WS1007,18,55,55,55,55,55,55,0,53,53,0,55,55,55,55,55,55,55,55,24.5975,-81.1835
2010-05-04,WS1007,19,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,24.6091666666667,-81.4196666666667
2010-05-04,WS1007,20,18,18,17,18,18,17,0,15,15,0,18,18,18,18,18,17,17,18,24.5746666666667,-81.4211666666667
2010-05-04,WS1007,21.5,259,259,258,259,259,258,0,256,256,0,259,259,259,259,259,258,258,259,24.4838333333333,-81.3906666666667
2010-05-04,WS1007,7,6,6,5,6,6,5,0,4,4,0,6,6,6,6,6,5,5,6,24.8163333333333,-80.7535
2010-05-04,WS1007,9,54,54,54,54,54,54,0,54,54,0,54,54,54,54,54,54,54,54,24.7636666666667,-80.722
2010-05-04,WS1007,9.5,223,223,222,223,223,222,0,219,219,0,223,223,223,223,223,222,222,223,24.7196666666667,-80.6888333333333
2010-05-05,WS1007,22.5,270,270,269,270,270,269,0,269,269,0,270,270,270,270,270,269,269,270,24.3968333333333,-81.8276666666667
2010-05-05,WS1007,23,13,13,13,13,13,13,0,13,13,0,13,13,13,13,13,13,13,13,24.4881666666667,-81.8303333333333
2010-05-05,WS1007,24,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,24.5365,-81.8275
2010-05-05,WS1007,CAL5,32,32,32,32,32,32,0,32,32,0,32,32,32,32,32,32,32,32,26.1818333333333,-82.217
2010-05-05,WS1007,CH2,17,17,16,17,17,16,0,16,16,0,17,17,17,17,17,16,16,17,26.6601666666667,-82.3303333333333
2010-05-05,WS1007,CH5,52,52,52,52,52,52,0,52,52,0,52,52,52,52,52,52,52,52,26.3846666666667,-82.767
2010-05-06,WS1007,31,23,23,23,23,23,23,0,22,22,0,23,23,23,23,23,23,23,23,25.7416666666667,-81.9431666666667
2010-05-06,WS1007,34,6,6,6,6,6,6,0,4,4,0,6,6,6,6,6,6,6,6,25.9521666666667,-81.7683333333333
2010-05-06,WS1007,39,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2,25.7828333333333,-81.4823333333333
2010-05-06,WS1007,42,13,13,13,13,13,13,0,12,12,0,13,13,13,13,13,13,13,13,25.6555,-81.7176666666667
2010-05-06,WS1007,49,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.5833333333333,-81.2918333333333
2010-05-06,WS1007,50,7,7,7,7,7,7,0,6,6,0,7,7,7,7,7,7,7,7,25.453,-81.3496666666667
2010-05-06,WS1007,53,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.4533333333333,-81.2251666666667
2010-05-06,WS1007,54,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,25.3458333333333,-81.1543333333333
2010-05-06,WS1007,56,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,25.3523333333333,-81.228
2010-05-06,WS1007,58,21,21,21,21,21,21,0,20,20,0,21,21,21,21,21,21,21,21,25.1671666666667,-81.6506666666667
2010-05-06,WS1007,CAL1,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,26.4258333333333,-81.9593333333333
2010-05-07,WS1007,60,7,7,7,7,7,7,0,6,6,0,7,7,7,7,7,7,7,7,25.1656666666667,-81.3346666666667
2010-05-07,WS1007,675,359,359,359,359,359,359,0,357,357,0,359,359,359,359,359,359,359,359,25.0011666666667,-80.2115
2010-05-07,WS1007,68,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,24.9301666666667,-81.1683333333333
2010-05-07,WS1007,69,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4,24.9301666666667,-81.0951666666667
2010-08-16,WS1015,1,8,8,8,8,8,8,0,7,7,0,8,8,8,8,8,8,8,8,25.6455,-80.1258333333333
2010-08-16,WS1015,1B,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,25.6466666666667,-80.1263333333333
2010-08-16,WS1015,3,100,100,99,100,100,99,0,99,99,0,100,100,100,100,100,99,99,100,25.6493333333333,-80.082
2010-08-16,WS1015,4,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.1085,-80.3788333333333
2010-08-16,WS1015,5,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.0933333333333,-80.3545
2010-08-16,WS1015,6,66,66,66,66,66,66,0,66,66,0,66,66,66,66,66,66,66,66,25.0638333333333,-80.3148333333333
2010-08-16,WS1015,6.5,136,136,136,136,136,136,0,135,135,0,136,136,136,136,136,136,136,136,25.0485,-80.2856666666667
2010-08-17,WS1015,10,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5,24.788,-80.8601666666667
2010-08-17,WS1015,11,7,7,7,7,7,7,0,6,6,0,7,7,7,7,7,7,7,7,24.7538333333333,-80.8465
2010-08-17,WS1015,12,64,64,64,64,64,64,0,64,64,0,64,64,64,64,64,64,64,64,24.7136666666667,-80.831
2010-08-17,WS1015,13,7,7,7,7,7,7,0,5,5,0,7,7,7,7,7,7,7,7,24.7013333333333,-81.0293333333333
2010-08-17,WS1015,15,58,58,58,58,58,58,0,58,58,0,58,58,58,58,58,58,58,58,24.6438333333333,-81.0158333333333
2010-08-17,WS1015,15.5,242,242,241,242,242,241,0,240,240,0,242,242,242,242,242,241,241,242,24.5926666666667,-80.9913333333333
2010-08-17,WS1015,16,5,5,5,5,5,5,0,3,3,0,5,5,5,5,5,5,5,5,24.6728333333333,-81.202
2010-08-17,WS1015,17,15,15,14,15,15,14,0,14,14,0,15,15,15,15,15,14,14,15,24.6356666666667,-81.1923333333333
